,Name,Price,Genres,Release date,Average playtime forever,Positive,Negative
759180,"Dec 15, 2017",0,"Action,Adventure,Casual,Indie,Racing,RPG",0 - 20000,0,0,0
1701800,"Nov 10, 2022",30,"Action,Adventure,Indie",100000 - 200000,170,1626,63
1240510,"Jun 15, 2020",0,"Adventure,Casual,Indie,RPG",0 - 20000,0,3,0
1958890,"Sep 20, 2022",60,"Action,Racing,Simulation",0 - 20000,0,2,4
1481600,"Jun 23, 2022",0,"Action,Casual,Indie,Racing,Sports",0 - 20000,0,10,2
435750,"May 4, 2016",0,"Design & Illustration,Software Training,Utilities",0 - 20000,0,1,0
2625170,"Oct 20, 2023",51,"Casual,Indie",0 - 20000,0,39,3
2056690,"Oct 13, 2022",0,Indie,0 - 0,0,0,0
1355720,"Jul 23, 2020",0,"Adventure,Casual,Indie,Free To Play",0 - 20000,0,5,0
2329580,"Mar 8, 2023",40,"Adventure,Indie",0 - 20000,0,0,0
2395190,"Feb 16, 2024",0,"Indie,Simulation,Sports",0 - 20000,0,2,1
2238450,"Oct 7, 2024",75,"Casual,Indie,Simulation,Free To Play",0 - 20000,0,0,0
1465040,"Dec 8, 2020",0,"Action,Indie",0 - 20000,0,11,5
1179190,"Dec 20, 2019",0,"Adventure,Indie,RPG,Simulation,Strategy",0 - 20000,0,3,0
570850,"Mar 15, 2017",0,"Violent,Gore,Action,Adventure,Indie,RPG,Strategy",0 - 20000,0,9,4
2147580,"Oct 3, 2022",0,RPG,0 - 20000,0,23,7
756880,"Dec 24, 2017",70,"Adventure,Casual,Indie,RPG,Strategy",50000 - 100000,207,303,156
1487140,"Dec 17, 2021",0,"Indie,RPG",0 - 20000,0,4,1
2545380,"Nov 20, 2024",0,"Simulation,Sports",0 - 20000,0,2,2
1050620,"May 3, 2019",0,"Casual,Indie,Simulation,Strategy",0 - 20000,0,1,0
3692760,"May 4, 2025",0,,0 - 0,0,0,0
669050,"Oct 20, 2017",0,"Nudity,Indie",0 - 20000,180,219,29
2534830,"Dec 1, 2023",0,"Adventure,Massively Multiplayer,RPG,Free To Play",0 - 0,0,0,0
1226970,"Mar 5, 2024",73,"Casual,Indie,Simulation,Strategy",0 - 20000,309,147,40
762930,"Apr 12, 2018",65,Adventure,0 - 20000,399,100,0
788670,"Dec 20, 2021",75,"Action,Adventure,Indie,RPG",20000 - 50000,0,25,22
3289240,"Dec 23, 2024",10,"RPG,Simulation",0 - 20000,0,98,20
3422900,"Feb 7, 2025",0,"Casual,Simulation,Strategy,Free To Play",0 - 0,0,0,0
2745620,"Jan 25, 2024",0,"Adventure,Indie",0 - 20000,0,1,10
1629570,"May 25, 2021",0,"Action,Indie",0 - 20000,0,2,1
3683440,"Apr 28, 2025",0,,0 - 0,0,0,0
3824170,"Dec 12, 2025",0,"Casual,Strategy",0 - 0,0,0,0
4118640,"Nov 6, 2025",25,"Adventure,Casual,Indie,Simulation,Strategy",0 - 20000,0,0,0
3465390,"Mar 11, 2025",0,"Action,Casual,Indie,Simulation,Sports",0 - 0,0,0,0
878350,"Nov 29, 2018",0,"Casual,Indie,RPG,Strategy",0 - 20000,0,53,22
3659920,"May 15, 2025",0,"Indie,Simulation,Free To Play",0 - 0,0,0,0
1995880,"Sep 28, 2023",50,"Adventure,Indie",0 - 20000,108,268,17
419090,"Dec 9, 2015",80,"Action,Indie",20000 - 50000,213,53,16
887330,"Nov 13, 2025",50,"Action,Strategy",0 - 20000,30,41,6
3434070,"Feb 7, 2025",0,"Action,Indie,Simulation,Free To Play",0 - 0,0,0,0
918990,"Sep 20, 2018",0,"Action,Indie",0 - 20000,0,27,23
3203220,"Oct 30, 2024",50,"Casual,Indie",0 - 20000,0,0,0
1408480,"Dec 24, 2021",0,"Action,Adventure,Indie",0 - 20000,0,18,4
1020330,"Aug 27, 2019",24,"Casual,Indie,Strategy",100000 - 200000,0,173,120
1573710,"May 16, 2021",0,Indie,50000 - 100000,0,2,0
2466520,"Jun 5, 2024",0,"Casual,Indie,Simulation,Strategy,Free To Play,Early Access",0 - 20000,0,16,1
2856670,"Sep 27, 2024",80,"Action,Adventure",0 - 20000,0,1,0
2903740,"Apr 30, 2024",0,Casual,0 - 20000,0,0,0
865870,"Sep 24, 2018",0,"Adventure,Casual,Indie,Early Access",0 - 20000,0,15,6
1589430,"Mar 6, 2023",51,"Action,Casual,Indie",0 - 20000,0,1,5
291930,"Jul 30, 2014",0,"Simulation,Strategy",100000 - 200000,329,83,155
2399670,"Jun 13, 2023",35,"Adventure,Casual",0 - 20000,0,0,0
1095790,"Jun 17, 2019",0,"Casual,Indie,RPG,Simulation",0 - 20000,0,93,20
2012340,"Jun 13, 2022",90,"Action,Indie,Racing,Simulation",0 - 20000,0,15,3
4038680,"Dec 15, 2025",20,Action,0 - 20000,0,0,0
779450,"May 23, 2019",0,"Action,Indie,Racing",0 - 20000,0,19,11
1794170,"Nov 19, 2021",0,"Casual,Indie",0 - 20000,0,0,0
1907720,"Jul 28, 2022",80,"Casual,Indie,Simulation,Strategy",20000 - 50000,222,382,103
4198010,"Dec 19, 2025",0,Casual,0 - 0,0,0,0
3436570,"Feb 14, 2025",0,"Action,Indie,Strategy",0 - 20000,0,6,0
1630180,"May 28, 2021",0,"Adventure,Indie",50000 - 100000,0,19,10
3236280,"Mar 25, 2025",30,Strategy,0 - 20000,0,0,0
1057600,"Dec 13, 2023",65,"Action,Adventure,Casual,Indie,Simulation",0 - 20000,0,93,11
3728910,"Oct 31, 2025",0,"Adventure,Indie",0 - 20000,0,0,0
2134200,"Aug 30, 2022",0,,0 - 0,0,0,0
1735950,"Dec 2, 2021",40,"Adventure,Casual,Indie,RPG",200000 - 500000,223,1882,172
801700,"Apr 5, 2018",0,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports",0 - 20000,0,5,2
390220,"Sep 17, 2015",83,"Indie,Simulation",20000 - 50000,422,147,59
1139830,"Aug 28, 2019",25,"Action,Casual,Indie,Strategy",0 - 20000,0,16,8
594820,"Aug 3, 2017",0,"Action,Indie",0 - 20000,97,20,7
462580,"May 12, 2016",80,"Casual,Simulation,Strategy",0 - 20000,307,24,8
866010,"Jan 30, 2019",50,"Action,Adventure,Casual,Indie,Simulation",0 - 20000,304,101,43
3258980,"Nov 1, 2024",0,"RPG,Early Access",0 - 20000,0,3,3
1548680,"Aug 15, 2022",40,"Adventure,Indie,RPG,Simulation,Strategy",50000 - 100000,0,60,31
1780570,"Dec 2, 2021",0,"Action,Adventure,Indie",0 - 20000,0,2,0
3805890,"Jun 11, 2025",0,,0 - 0,0,0,0
554180,"Sep 28, 2017",69,"Adventure,Indie",0 - 20000,0,32,5
3636440,"May 15, 2025",30,Indie,0 - 20000,41,26,1
1236430,"Dec 17, 2020",50,Adventure,0 - 20000,2304,0,0
3850910,"Jul 3, 2025",0,,0 - 0,0,0,0
3440430,"Dec 5, 2025",0,"Action,Adventure,Indie,RPG,Simulation,Early Access",0 - 20000,0,0,0
1490840,"Nov 3, 2021",0,"Action,Adventure,Indie",100000 - 200000,105,580,242
3655930,"Apr 29, 2025",0,"Indie,Simulation,Strategy,Free To Play",0 - 0,0,0,0
616050,"Apr 13, 2017",0,"Action,Casual,Indie,Early Access",0 - 20000,0,1,0
1445400,"Oct 24, 2020",50,"Action,Adventure,Casual",0 - 20000,0,17,0
1343330,"Jun 30, 2020",0,"Action,Indie",0 - 20000,0,0,1
3838440,"Jul 22, 2025",25,"Action,Adventure,Simulation,Strategy,Early Access",0 - 20000,0,0,0
2059740,"Jul 10, 2022",0,"Casual,Free To Play,Indie",0 - 0,0,0,0
1889520,"Feb 18, 2022",0,"Action,Adventure,Free To Play,Indie,Early Access",50000 - 100000,0,125,45
2375090,"May 18, 2023",40,"Casual,Indie,Strategy",0 - 20000,0,0,0
3811670,"Aug 15, 2025",0,"Simulation,Strategy",0 - 20000,0,0,0
630160,"Jul 14, 2017",90,"Action,Indie",0 - 20000,74,20,8
2065260,"Sep 1, 2022",0,"Action,Casual",0 - 20000,0,2,0
733670,"Mar 2, 2018",0,"Violent,Action,Indie",0 - 20000,0,6,9
1651090,"Apr 9, 2024",60,"RPG,Strategy",0 - 20000,0,56,24
3090680,"Oct 26, 2025",40,"Adventure,RPG,Early Access",0 - 20000,0,0,0
937850,"Dec 18, 2018",80,"Casual,Indie",20000 - 50000,152,276,17
1693050,"Sep 22, 2021",50,RPG,0 - 20000,0,0,0
3098750,"Nov 11, 2024",10,"Casual,Indie,Simulation",0 - 20000,0,54,1
2386350,"Aug 24, 2023",60,"Adventure,RPG",0 - 20000,0,37,11
2939780,"May 9, 2024",0,"Adventure,Casual,Indie,Free To Play",0 - 0,0,0,0
3470920,"Apr 22, 2025",0,Casual,0 - 20000,0,1,0
3144920,"Aug 15, 2024",0,,0 - 0,0,0,0
1772130,"Nov 1, 2021",0,"Action,Adventure,Indie,Free To Play",0 - 0,0,0,0
3484510,"Feb 11, 2025",0,"Indie,Simulation",0 - 20000,0,0,0
2079520,"Oct 7, 2022",45,"Action,Adventure,Simulation",0 - 20000,0,0,0
2367650,"Jan 18, 2024",0,"Adventure,Casual,Free To Play",0 - 0,0,0,0
340340,"Apr 10, 2015",75,"Casual,Indie,Simulation",0 - 20000,247,397,92
558010,"Dec 22, 2016",0,Adventure,0 - 20000,0,1,0
832610,"Sep 27, 2018",85,"Action,Adventure,Indie,RPG",0 - 20000,1,21,28
1956110,"May 19, 2022",0,"Casual,Indie,Simulation,Free To Play",0 - 0,0,0,0
3095010,"Jul 30, 2024",0,"Action,Adventure,Indie,Racing,Sports,Free To Play,Early Access",0 - 0,0,0,0
1490620,"Dec 19, 2020",0,Action,0 - 20000,0,13,4
726230,"Oct 19, 2017",30,"Adventure,Indie,RPG",0 - 20000,422,23,3
3072220,"Nov 20, 2024",88,"Adventure,Indie",0 - 20000,0,3,1
3627240,"Jun 6, 2025",25,"Action,Adventure,Casual,Indie",0 - 20000,0,0,0
3497260,"Feb 26, 2025",0,"Indie,Simulation",0 - 20000,0,0,0
3808550,"Sep 24, 2025",0,"Adventure,RPG,Simulation,Free To Play",0 - 0,0,0,0
3308210,"Nov 19, 2024",0,"Simulation,Free To Play",0 - 0,0,0,0
677330,"Oct 26, 2017",80,"Action,Adventure,Indie",0 - 20000,0,58,11
675890,"Oct 20, 2017",0,"Casual,Simulation",0 - 20000,0,27,5
1301650,"Jun 12, 2020",0,"Casual,Early Access",0 - 20000,0,1,0
3055890,"Nov 4, 2024",0,,0 - 0,0,0,0
3235580,"Nov 27, 2024",0,"Adventure,Casual,Indie",20000 - 50000,0,4,8
1175330,"Dec 20, 2019",0,"Action,Adventure,Indie,RPG,Early Access",0 - 20000,0,0,0
1793060,"Nov 4, 2021",0,"Action,Adventure,Free To Play,Indie,Simulation",0 - 0,0,0,0
2912410,"Apr 13, 2024",0,,0 - 0,0,0,0
299950,"Jun 20, 2017",85,"Action,Indie",50000 - 100000,393,1315,424
2620210,"Dec 21, 2023",0,"Adventure,RPG,Simulation,Strategy",0 - 20000,0,0,1
661960,"Sep 11, 2017",0,"Free To Play,Massively Multiplayer,Strategy",20000 - 50000,42,98,36
1733500,"Dec 8, 2021",0,"Adventure,Casual,Indie",20000 - 50000,602,278,13
1348750,"Apr 29, 2022",0,"Adventure,RPG",20000 - 50000,0,18,2
1584670,"Mar 28, 2022",0,,0 - 0,0,0,0
1001980,"Sep 11, 2019",90,"Indie,Simulation,Strategy",20000 - 50000,68,85,27
3093870,"Jul 29, 2024",0,"Indie,Simulation,Strategy",50000 - 100000,0,3,1
1926670,"Nov 25, 2022",0,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access",50000 - 100000,0,1,0
2571280,"Nov 2, 2023",55,"Adventure,Casual,Indie",0 - 20000,0,42,21
1371510,"Aug 7, 2020",0,"Adventure,Indie,Simulation",0 - 20000,0,4,2
1379670,"Sep 24, 2020",0,"Casual,Early Access",0 - 20000,0,12,4
3302700,"Oct 24, 2024",0,,0 - 0,0,0,0
1011590,"Apr 14, 2025",30,"Simulation,Strategy,Early Access",0 - 20000,111,216,60
1524290,"Feb 10, 2021",0,"Adventure,Casual,Indie,Strategy",0 - 20000,0,7,0
1178400,"Jun 4, 2020",0,"Simulation,Sports,Strategy",20000 - 50000,6425,823,122
2389000,"Apr 27, 2023",0,"Action,Adventure,Casual,Indie",0 - 20000,0,1,0
2062910,"Aug 26, 2022",0,"Action,Casual,Indie,Strategy",0 - 20000,0,16,4
335320,"Dec 5, 2014",88,Action,100000 - 200000,28,215,96
771670,"Jan 11, 2018",0,"Action,Casual,Simulation,Sports",0 - 20000,0,4,3
1232610,"Feb 27, 2020",0,"Action,Free To Play,Indie",20000 - 50000,0,36,10
1433120,"Mar 19, 2021",0,Massively Multiplayer,0 - 20000,880,55,23
2711050,"Oct 31, 2025",0,"Action,Adventure,Casual,Indie,Free To Play,Early Access",0 - 0,0,0,0
763950,"Dec 7, 2017",0,"Adventure,Indie,RPG",0 - 20000,0,3,4
444740,"Mar 10, 2016",30,"Action,Racing,Simulation,Sports",0 - 20000,116,5,5
3120810,"Nov 30, 2025",0,"Casual,Indie,RPG,Simulation,Early Access",0 - 20000,0,0,0
1619970,"Mar 23, 2022",0,"Action,Indie,RPG",0 - 20000,0,6,4
2886690,"Oct 30, 2025",25,Indie,0 - 20000,0,0,0
2680420,"Mar 28, 2024",0,"Adventure,Simulation",0 - 0,0,0,0
2871080,"Mar 24, 2024",70,Casual,0 - 20000,0,1,0
2937720,"Apr 25, 2024",0,,0 - 0,0,0,0
343990,"Aug 14, 2015",0,"Casual,Strategy",20000 - 50000,4,22,34
428430,"Apr 26, 2016",51,"Action,Adventure,Casual,Indie",200000 - 500000,236,924,549
1233690,"Mar 3, 2020",50,"Action,Adventure,Casual,Indie,RPG",20000 - 50000,0,113,11
2069040,"Apr 27, 2023",70,"Adventure,Casual,Indie",100000 - 200000,186,1809,176
3520220,"Mar 11, 2025",25,Strategy,0 - 20000,0,1,0
2022030,"Jan 25, 2024",0,"Action,Indie,RPG",0 - 20000,0,13,3
2696100,"Feb 28, 2024",0,"Action,Adventure,Simulation",0 - 20000,0,4,0
351720,"Apr 20, 2016",75,"Casual,Indie,Simulation,Strategy",0 - 20000,362,37,15
2266370,"May 17, 2023",0,"Action,Indie",20000 - 50000,0,7,2
1765620,"Oct 18, 2021",0,Casual,0 - 20000,0,0,0
400220,"Sep 15, 2015",0,"Action,Adventure,Indie,RPG",0 - 20000,0,10,3
910420,"Aug 22, 2018",80,"Action,Casual,Indie",0 - 20000,0,1,0
2420390,"Jun 9, 2023",50,"Adventure,Indie,RPG",0 - 20000,0,25,4
662840,"Feb 22, 2018",0,"Action,Adventure,Casual,Indie,RPG",0 - 20000,0,50,15
1842690,"Mar 27, 2022",46,"Casual,Indie,Simulation,Strategy",20000 - 50000,514,149,30
2611360,"Sep 21, 2023",0,,0 - 0,0,0,0
1499940,"Jan 11, 2021",0,Indie,0 - 20000,0,0,1
1796870,"May 24, 2023",30,Action,0 - 20000,0,128,1
863640,"Jul 5, 2018",0,"Casual,Indie,Strategy",0 - 20000,0,1,2
995660,"Jan 10, 2019",42,Utilities,0 - 20000,0,27,18
4105570,"Nov 24, 2025",0,"Adventure,Casual,Indie,RPG",0 - 20000,0,0,0
2076450,"Nov 7, 2024",0,"Indie,Strategy",0 - 20000,0,17,0
2673790,"Oct 7, 2025",80,"Casual,Racing",0 - 20000,0,0,0
1269590,"Oct 16, 2020",0,"Action,Adventure,Indie,Racing",0 - 20000,0,39,0
2876840,"Apr 24, 2024",0,,0 - 0,0,0,0
1428790,"Feb 21, 2021",30,"Adventure,Casual,Indie,Strategy",0 - 20000,0,4,2
1184310,"Dec 16, 2019",0,"Action,Casual,Indie",0 - 20000,0,5,0
3353900,"Aug 1, 2025",0,"Action,Adventure,Indie",0 - 0,0,0,0
2570460,"Aug 24, 2023",0,,0 - 0,0,0,0
1051670,"Apr 15, 2019",69,"Action,Adventure,Early Access",0 - 20000,112,0,0
3584100,"Apr 3, 2025",0,"Indie,RPG,Free To Play",0 - 0,0,0,0
496290,"May 8, 2018",0,"Action,Indie,RPG",0 - 20000,0,30,20
3761830,"Aug 8, 2025",50,"Adventure,Indie,Strategy",0 - 20000,0,0,0
1237260,"May 13, 2020",0,"Indie,Strategy,Free To Play",20000 - 50000,0,19,6
1767840,"Jan 12, 2022",69,"Adventure,Casual,Indie,RPG",0 - 20000,0,0,0
3554110,"Mar 22, 2025",75,"Indie,Simulation",0 - 20000,0,33,10
40500,"Nov 6, 2009",0,"Action,Strategy,Indie",20000 - 50000,24,17,50
2457890,"Aug 1, 2023",50,"Action,Indie",0 - 20000,0,43,1
835960,"Nov 2, 2023",70,"Action,Adventure",200000 - 500000,1965,11357,540
3826930,"Jul 11, 2025",0,"Action,Indie,RPG,Strategy,Free To Play",0 - 0,0,0,0
2879300,"Apr 22, 2024",80,"Action,Indie",0 - 20000,0,46,10
1393680,"Feb 13, 2024",0,"Action,Indie,Free To Play",0 - 20000,0,0,0
1713750,"Jul 13, 2022",85,"Action,Adventure,Casual,Indie",0 - 20000,0,1,2
2883280,"Apr 30, 2024",0,"RPG,Simulation",50000 - 100000,289,1512,32
3068380,"Jan 10, 2025",20,"Action,Indie",0 - 20000,0,21,4
792120,"Nov 30, 2021",93,"Action,Adventure,Indie,RPG",200000 - 500000,107,1362,110
2113300,"Sep 20, 2022",0,"Adventure,Casual,Indie",0 - 20000,0,0,0
2949260,"Sep 1, 2024",26,"Design & Illustration,Utilities",0 - 20000,0,27,2
2512830,"Mar 26, 2024",0,"Action,Casual,Indie",0 - 20000,21,0,0
2597660,"Jun 19, 2025",60,"Action,Casual",0 - 20000,0,0,0
665920,"Feb 14, 2018",0,"Casual,Early Access",0 - 20000,0,60,12
1409600,"Sep 29, 2020",0,"Casual,Indie",0 - 20000,0,0,0
1495380,"Jan 21, 2021",0,"Action,Racing,Simulation",0 - 20000,0,43,5
1983290,"Jul 11, 2022",51,"Action,Indie",0 - 20000,0,1,0
2691750,"Nov 29, 2023",0,"Adventure,Casual,Indie,Simulation,Strategy",0 - 0,0,0,0
1847210,"Jan 17, 2022",0,"Free To Play,Education,Software Training",0 - 20000,0,20,7
3092040,"Aug 4, 2024",0,"Action,Casual,Indie,Free To Play",0 - 20000,0,46,11
2847830,"Jun 28, 2024",0,"Action,Adventure,Indie,Early Access",20000 - 50000,0,7,0
1751840,"Sep 22, 2021",0,,0 - 0,0,0,0
864730,"Jun 16, 2020",0,"Action,Early Access",0 - 20000,59,75,49
928350,"Sep 12, 2018",0,"Action,Adventure,Indie",0 - 20000,0,10,2
554680,"Nov 30, 2016",0,"Action,Simulation",0 - 20000,0,9,5
2706390,"Jan 26, 2024",30,"Adventure,Casual,RPG",0 - 20000,0,0,0
3540920,"Apr 5, 2025",0,"Action,Adventure,Indie",0 - 20000,0,2,0
1357280,"Jul 13, 2020",0,Simulation,0 - 20000,0,2,0
3421280,"Oct 28, 2025",0,"Action,Casual,Indie,Free To Play",0 - 0,0,0,0
1161160,"Oct 6, 2019",0,"Casual,Indie,Free To Play",20000 - 50000,55,307,22
1239970,"Apr 1, 2020",0,"Casual,Indie,Strategy",0 - 20000,0,23,9
2615820,"Oct 19, 2023",0,,0 - 0,0,0,0
1823370,"Dec 8, 2021",0,"Action,Adventure,Indie",0 - 20000,0,0,0
1835000,"Dec 21, 2021",0,,0 - 0,0,0,0
783310,"Jan 17, 2019",0,"Action,Adventure,Indie,Simulation",0 - 20000,0,22,21
3073710,"Mar 18, 2025",0,"Action,RPG",0 - 20000,0,2,0
2947330,"Jul 12, 2024",0,"Action,Adventure,Casual,Indie",0 - 20000,0,12,11
4118200,"Nov 5, 2025",0,"Simulation,Animation & Modeling,Utilities",0 - 0,0,0,0
1460310,"Dec 18, 2020",65,Casual,0 - 20000,0,16,1
2737730,"Mar 9, 2024",0,"Casual,Indie",0 - 20000,0,0,1
620620,"May 31, 2023",0,"Adventure,Casual,Massively Multiplayer,RPG,Strategy,Free To Play",0 - 20000,252,0,0
1896930,"May 6, 2022",0,"Action,Casual,Indie",0 - 20000,0,6,0
3582220,"Mar 10, 2025",0,,0 - 0,0,0,0
495200,"Nov 28, 2016",0,"Action,Indie,RPG",0 - 20000,0,2,4
460910,"Apr 20, 2016",0,"Action,Indie",50000 - 100000,263,104,26
2598870,"Oct 31, 2024",0,"Indie,RPG",0 - 20000,0,6,0
1066040,"May 17, 2019",0,"Casual,Indie",0 - 20000,0,21,1
3043850,"Jun 18, 2024",0,,0 - 0,0,0,0
2186010,"Jul 31, 2023",0,"Indie,Strategy",0 - 20000,0,0,0
3477820,"May 8, 2025",30,"Adventure,Casual,RPG,Early Access",0 - 20000,0,4,1
2794140,"Mar 22, 2024",0,"Casual,Strategy",0 - 20000,0,8,0
2050740,"Aug 5, 2022",15,"Adventure,Casual,Indie",0 - 20000,0,39,18
2804960,"May 28, 2024",22,"Casual,Indie",0 - 20000,0,46,3
2948870,"Jun 6, 2024",0,"Casual,Indie,Strategy",0 - 20000,0,4,2
3064730,"Jul 7, 2025",0,"Action,Indie,Sports,Strategy",0 - 20000,0,0,0
282070,"Nov 14, 2014",90,"Adventure,Indie,Simulation",2000000 - 5000000,970,94484,7256
1118580,"Aug 5, 2019",0,"Action,Free To Play,Indie",0 - 20000,0,17,1
1534300,"Feb 18, 2021",90,"Action,Adventure",0 - 20000,0,0,0
3452280,"Feb 25, 2025",0,Simulation,0 - 20000,0,7,0
714030,"Jun 22, 2025",50,"Casual,Education,Software Training",0 - 20000,0,13,3
3118070,"Oct 21, 2024",35,"Action,RPG,Simulation,Strategy",0 - 20000,0,16,2
763430,"May 15, 2019",0,Action,0 - 20000,61,87,44
2920110,"May 8, 2024",0,"Action,Casual,Indie",0 - 20000,0,0,0
551610,"Jan 31, 2019",0,"Action,Casual,Indie,Early Access",0 - 20000,0,11,13
1547410,"Jun 15, 2022",50,"Adventure,Indie,RPG",0 - 20000,0,41,5
345340,"Apr 29, 2015",0,"Action,Adventure,Indie",20000 - 50000,0,24,7
1296450,"Feb 16, 2023",50,"Action,Adventure,RPG",0 - 20000,55,296,92
1868890,"Jan 7, 2022",0,,0 - 0,0,0,0
2933060,"Dec 10, 2024",30,"Action,Indie",0 - 20000,0,5,0
1072760,"May 19, 2019",0,"Casual,Indie,Strategy",0 - 20000,0,5,2
1710460,"Aug 31, 2021",75,"Action,Indie",0 - 20000,0,1,0
660070,"Jul 17, 2017",0,"Action,Indie",0 - 20000,0,26,4
1611600,"May 23, 2024",60,"Action,Indie,Simulation,Strategy",500000 - 1000000,3392,10303,2368
3426300,"Jan 23, 2025",0,"Adventure,Casual,Indie",0 - 20000,0,36,12
2865870,"Mar 30, 2024",80,"Action,Adventure,Casual,Indie",0 - 20000,0,10,2
608660,"Jul 12, 2017",68,"Adventure,Indie,Racing,Simulation,Sports",0 - 20000,272,102,13
3642660,"Jun 20, 2025",0,"Action,Adventure,Indie,Free To Play",0 - 0,0,0,0
3826860,"Sep 1, 2025",0,"Adventure,Casual,Indie,Free To Play",0 - 0,0,0,0
1607860,"May 2, 2021",0,"Action,Adventure,Casual,Indie,Racing,RPG,Simulation,Sports,Strategy",0 - 20000,0,6,13
1756160,"Nov 11, 2024",0,"Action,Adventure,Indie",20000 - 50000,183,162,119
758370,"Mar 26, 2018",50,"Indie,Strategy",200000 - 500000,1093,1992,198
423640,"Aug 25, 2023",50,"Adventure,Casual,Indie",0 - 20000,0,0,0
956000,"Nov 2, 2018",0,"Casual,Indie,Massively Multiplayer,Simulation,Strategy,Early Access",100000 - 200000,0,4,1
2342760,"Mar 23, 2023",0,"Indie,RPG",20000 - 50000,0,2,0
839920,"Apr 20, 2018",0,"Casual,Indie,Simulation,Sports",0 - 20000,0,14,45
1788560,"Feb 4, 2022",0,Simulation,20000 - 50000,0,10,1
1479120,"Dec 7, 2020",0,Strategy,0 - 20000,0,0,0
3368820,"Dec 3, 2024",50,"Adventure,Casual",0 - 20000,0,2,2
2784840,"Feb 3, 2024",0,"Action,Adventure,Casual,Indie,Simulation,Free To Play",0 - 0,0,0,0
2854690,"Mar 11, 2024",0,Casual,0 - 0,0,0,0
939580,"Oct 26, 2018",51,"Casual,Indie,Strategy",0 - 20000,0,2,5
3108990,"Aug 20, 2025",0,"Action,Adventure,Indie,RPG",0 - 20000,0,0,0
2300320,"Nov 12, 2024",0,Simulation,1000000 - 2000000,8887,28079,5496
2262210,"Apr 5, 2024",50,"Indie,RPG",0 - 20000,0,1,1
2713460,"May 2, 2024",0,"Adventure,Indie,Free To Play",0 - 0,0,0,0
2926900,"Jul 24, 2025",25,"Action,Adventure,Casual,Indie,Massively Multiplayer,Racing,Simulation,Sports,Strategy,Early Access",0 - 20000,540,0,0
1494280,"Sep 6, 2022",80,"Action,Adventure,Casual,Indie,Simulation",0 - 20000,0,14,3
4016300,"Oct 15, 2025",0,"Adventure,Indie,Free To Play",0 - 0,0,0,0
904740,"Aug 2, 2018",0,"Casual,Indie",50000 - 100000,0,828,48
4091210,"Nov 27, 2025",0,"Action,Indie,Simulation,Strategy",0 - 20000,0,0,0
1302750,"Jun 15, 2020",0,"Casual,Indie,RPG,Simulation,Strategy,Early Access",0 - 20000,125,236,271
674220,"Dec 2, 2017",0,"Casual,Indie",0 - 20000,0,18,25
510570,"Sep 2, 2016",85,"Adventure,Indie,Simulation",0 - 20000,0,46,27
972500,"May 29, 2023",51,"Action,Indie",0 - 20000,0,2,0
1721170,"Mar 4, 2022",85,"Adventure,Casual,Indie",50000 - 100000,167,596,51
1340850,"Sep 30, 2020",0,"Adventure,Indie,RPG,Strategy",50000 - 100000,0,7,3
1369410,"Aug 26, 2020",90,"Adventure,Casual,Indie",0 - 20000,0,13,9
2995190,"Jul 3, 2024",0,"Casual,Indie,RPG,Strategy",0 - 20000,0,82,6
4111100,"Dec 4, 2025",0,"Indie,RPG",0 - 0,0,0,0
922320,"Sep 19, 2018",0,"Action,Adventure,Casual,Free To Play,Indie,RPG,Simulation,Strategy",200000 - 500000,0,1070,595
650770,"Jul 6, 2017",0,"Action,Adventure,Indie",0 - 20000,0,5,2
2094920,"Aug 5, 2022",0,"Action,Early Access",0 - 20000,0,0,0
1011270,"Mar 18, 2019",0,Action,0 - 20000,0,51,26
3785440,"Jun 24, 2025",0,,0 - 0,0,0,0
1705030,"Dec 15, 2023",0,"Action,Casual,Indie,Sports",0 - 20000,0,82,3
1041060,"Mar 29, 2019",0,"Action,Adventure,Casual,Free To Play,Indie,Simulation,Strategy",0 - 20000,0,9,3
1151740,"Apr 2, 2020",70,"Adventure,Indie",0 - 20000,186,282,53
1761680,"Oct 27, 2021",0,"Action,Adventure,Casual,Indie,Simulation",0 - 20000,0,0,0
501990,"Aug 29, 2016",35,Adventure,100000 - 200000,207,415,63
3591260,"Mar 19, 2025",0,,0 - 0,0,0,0
2664670,"Dec 15, 2025",0,"Action,Massively Multiplayer",0 - 0,0,0,0
1318750,"Mar 18, 2021",55,Simulation,0 - 20000,0,61,7
1167650,"Oct 24, 2019",0,"Casual,Indie",0 - 20000,0,1,2
3061540,"Jul 6, 2024",0,"Action,Early Access",0 - 20000,0,0,0
2815800,"Mar 28, 2024",50,"Action,Indie,Simulation",0 - 20000,0,2,0
485160,"Aug 28, 2016",80,"Action,Indie",0 - 20000,252,38,6
488950,"Dec 6, 2016",75,"Casual,RPG,Simulation,Strategy",0 - 20000,101,101,52
1914980,"Sep 23, 2022",75,"Casual,Indie,Racing,Simulation,Sports",0 - 20000,0,14,1
1867330,"Jan 31, 2022",0,"Adventure,Indie",0 - 20000,0,12,5
2630140,"Nov 17, 2023",0,"Action,Adventure,Indie",0 - 20000,0,10,0
1833820,"Jan 3, 2022",75,Indie,0 - 20000,0,15,2
