,Name,Price,Genres,Release date,Average playtime forever,Positive,Negative
960820,"Oct 25, 2018",0,"Adventure,Casual,Indie,Simulation,Strategy",0 - 20000,0,14,15
460470,"Feb 13, 2017",75,"Animation & Modeling,Design & Illustration,Education",0 - 20000,0,23,9
3590970,"Sep 2, 2025",0,"Casual,Indie,Strategy,Free To Play",0 - 0,0,0,0
797390,"Apr 2, 2018",0,"Adventure,Free To Play,Indie",50000 - 100000,104,546,48
1089790,"Dec 12, 2019",0,"Casual,Indie,Simulation",0 - 20000,641,722,164
1674530,"Oct 23, 2024",0,"Indie,Strategy",0 - 20000,0,26,28
2010900,"Jul 21, 2023",0,"Indie,RPG,Strategy,Early Access",20000 - 50000,0,59,3
920520,"Aug 24, 2018",0,"Casual,Indie,Strategy",0 - 20000,0,197,39
2792370,"Feb 2, 2024",51,"Action,Adventure,Indie",0 - 20000,0,4,0
1090910,"Aug 25, 2020",0,"Indie,RPG,Strategy",0 - 20000,0,5,1
3668370,"Dec 4, 2025",0,"Action,Adventure,Casual,RPG",0 - 20000,776,0,0
941040,"Oct 15, 2018",0,"Adventure,Casual",0 - 20000,0,10,3
3214880,"Oct 10, 2024",0,"Indie,RPG,Simulation,Free To Play",0 - 0,0,0,0
2778500,"Aug 27, 2025",0,"Action,Casual",0 - 20000,0,0,0
592780,"Apr 18, 2017",0,"Casual,Indie,Racing,Sports,Early Access",0 - 20000,204,26,18
1390040,"Aug 31, 2020",0,"Adventure,Casual,Indie,Simulation,Strategy",0 - 20000,0,0,0
3169270,"Sep 16, 2024",0,"Indie,Simulation,Strategy",0 - 20000,0,6,1
3329620,"Mar 5, 2025",0,Action,0 - 20000,0,15,0
3301180,"Feb 22, 2025",0,"Action,Adventure,Indie",0 - 20000,0,0,0
3216500,"Sep 5, 2025",0,Adventure,0 - 20000,3489,0,0
764300,"May 8, 2018",0,"Action,Adventure,Indie",50000 - 100000,236,965,123
1942300,"Oct 26, 2022",0,"Action,Adventure,Indie,RPG,Early Access",0 - 20000,0,0,2
2459620,"Feb 26, 2024",0,"Adventure,Casual",0 - 20000,0,75,1
1104450,"Oct 6, 2022",0,"Action,Adventure,Indie,Massively Multiplayer,Strategy,Free To Play",1000000 - 2000000,154,7240,1190
308000,"Jul 25, 2014",0,"Action,Adventure",200000 - 500000,298,293,114
1690390,"Aug 5, 2021",0,"Action,Casual,Indie",0 - 20000,0,5,0
740150,"Nov 17, 2017",51,Indie,0 - 20000,7,19,15
2410310,"Jun 7, 2023",90,Strategy,0 - 20000,0,2,0
557850,"Nov 28, 2016",0,"Casual,Indie",0 - 20000,0,14,2
2338240,"Jan 8, 2024",0,"Casual,Indie,Strategy",0 - 20000,287,68,2
2677620,"Jan 1, 2024",0,"Action,Adventure",50000 - 100000,0,0,1
3452230,"Sep 26, 2025",0,"Casual,Indie,Simulation",0 - 20000,0,0,0
2772930,"Jan 13, 2024",0,,0 - 0,0,0,0
1203990,"Jul 10, 2020",0,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy",20000 - 50000,0,34,2
3823490,"Aug 4, 2025",0,Sports,0 - 20000,0,0,0
2386340,"Aug 29, 2025",0,"Casual,RPG,Simulation",0 - 0,0,0,0
945460,"Nov 2, 2018",0,Action,50000 - 100000,143,334,161
3880580,"Jul 17, 2025",0,,0 - 0,0,0,0
2904170,"Apr 20, 2024",0,"Casual,Indie,Free To Play",0 - 0,0,0,0
3250150,"Oct 25, 2024",0,"Adventure,Indie,Simulation,Free To Play",0 - 0,0,0,0
2827350,"Feb 26, 2024",0,"Casual,Indie",0 - 20000,0,3,0
1806190,"Nov 20, 2025",0,"RPG,Strategy",0 - 0,0,0,0
567020,"Dec 9, 2016",0,"Casual,Indie",0 - 20000,0,8,23
996180,"Apr 20, 2020",75,"Casual,Indie,Simulation,Strategy",0 - 20000,0,45,7
1983450,"Jun 17, 2022",0,"Action,Adventure,Indie",0 - 20000,0,1,0
1940410,"Oct 1, 2023",0,"Action,Casual,Indie,Sports",0 - 20000,44,106,3
780430,"Feb 21, 2018",0,"Casual,Indie",0 - 20000,0,0,0
460700,"Jul 11, 2016",0,Adventure,50000 - 100000,476,713,129
2529180,"Aug 8, 2023",0,Casual,0 - 0,0,0,0
1067810,"Aug 23, 2019",0,"Casual,Indie,RPG,Simulation,Strategy,Free To Play,Early Access",50000 - 100000,0,63,59
502800,"Mar 17, 2017",0,Action,200000 - 500000,925,5012,297
383810,"Jul 13, 2015",0,"Action,Indie",0 - 20000,20,6,12
766630,"Jan 25, 2018",0,"Adventure,Casual,Indie,RPG",20000 - 50000,110,62,12
3823190,"Nov 17, 2025",30,"Action,Indie,Racing",0 - 20000,0,0,0
3882730,"Nov 27, 2025",0,"Indie,RPG,Simulation,Free To Play",0 - 0,0,0,0
786990,"Apr 3, 2018",83,"Casual,Indie,Strategy",0 - 20000,0,43,5
796590,"Jul 16, 2020",0,"Simulation,Strategy",0 - 20000,0,19,15
3169220,"Sep 28, 2024",0,,0 - 0,0,0,0
557760,"Feb 22, 2017",0,"Adventure,Strategy",0 - 20000,0,2,2
1241400,"Feb 25, 2020",0,"Action,Casual,Indie",0 - 20000,0,3,1
335450,"May 12, 2015",0,"Adventure,Indie,RPG",0 - 20000,1777,24,3
1921140,"May 2, 2022",0,"Action,Adventure",0 - 20000,0,19,9
3286130,"Dec 13, 2024",0,"Action,Adventure,Free To Play",0 - 20000,0,7,2
1232640,"Oct 15, 2020",0,"Action,Adventure,Casual,Indie,Simulation,Sports",0 - 20000,5,86,5
3586660,"Jul 14, 2025",0,Casual,0 - 20000,225,0,0
3585550,"Aug 1, 2025",10,"Casual,Indie,Simulation",0 - 20000,0,0,0
786470,"Jun 3, 2018",0,"Action,Indie,RPG,Early Access",0 - 20000,0,8,0
3363790,"Dec 15, 2024",0,"Action,Adventure,Casual,Indie,Free To Play",0 - 0,0,0,0
1495350,"Jan 5, 2021",0,"Animation & Modeling,Education,Web Publishing,Game Development",20000 - 50000,0,9,11
2445380,"Jul 11, 2023",0,"Action,Adventure",0 - 20000,0,0,1
923570,"Dec 15, 2020",0,"Action,Adventure,RPG",20000 - 50000,655,388,77
400230,"Aug 16, 2016",0,"Casual,Indie,Strategy",0 - 20000,0,5,7
2990680,"Feb 27, 2025",50,Action,0 - 20000,0,1,0
657120,"Jul 18, 2017",0,"Casual,Indie,Simulation",0 - 20000,704,41,8
1593080,"Jun 2, 2021",0,Indie,0 - 20000,0,0,0
986010,"Dec 18, 2018",0,"Casual,Indie",0 - 20000,0,1,0
2758280,"Feb 7, 2024",0,"Adventure,Casual,Indie,Racing,Strategy",20000 - 50000,161,69,76
3678990,"Jun 11, 2025",0,"Adventure,Casual,Strategy",0 - 20000,0,0,0
3388970,"Jan 6, 2025",0,,0 - 0,0,0,0
679900,"Jul 22, 2019",65,"Action,Adventure,Indie,RPG",500000 - 1000000,853,5047,363
32660,"Jun 18, 2009",0,Action,20000 - 50000,11,146,35
3829880,"Sep 5, 2025",0,"Action,Adventure,Indie",0 - 20000,0,0,0
437020,"Jul 15, 2016",0,"Action,Indie",0 - 20000,114,105,9
612880,"Oct 26, 2017",85,Action,1000000 - 2000000,882,36084,8413
2502790,"Aug 4, 2023",0,Indie,0 - 20000,0,4,1
2321790,"Jul 21, 2025",0,Simulation,0 - 20000,0,0,0
1133760,"Apr 7, 2022",0,"Adventure,RPG",100000 - 200000,630,1336,839
3412270,"Oct 21, 2025",0,"Adventure,Indie,RPG,Strategy,Early Access",0 - 0,0,0,0
1591140,"Jun 19, 2021",0,"Casual,Indie,Strategy",0 - 20000,0,3,3
546180,"Nov 23, 2016",0,"Action,Casual,Indie",20000 - 50000,0,18,19
201070,"Apr 23, 2012",0,"Action,Indie,Strategy",20000 - 50000,123,242,192
674630,"Aug 17, 2017",0,Indie,0 - 20000,0,0,1
2542330,"Oct 30, 2025",0,,0 - 0,0,0,0
1578300,"Apr 9, 2021",0,"Action,Casual,Indie,Racing,Simulation,Sports",0 - 20000,0,2,0
248730,"Nov 7, 2013",0,"Action,Indie",0 - 0,0,0,0
2202070,"Nov 22, 2022",0,"Action,Casual,Indie",0 - 20000,0,0,0
787970,"Feb 14, 2018",0,"Casual,Indie,Simulation",0 - 20000,0,35,8
613590,"Apr 16, 2018",0,"Free To Play,Indie,Strategy,Early Access",50000 - 100000,25,97,41
851530,"May 4, 2018",0,"Action,Free To Play,Indie",100000 - 200000,45,821,50
2016510,"Jul 13, 2022",0,"Action,Free To Play,Indie",20000 - 50000,0,25,6
3236680,"Dec 24, 2024",0,"Action,Racing,Sports,Early Access",0 - 20000,0,0,0
1119530,"Aug 23, 2019",0,"Action,Indie,Strategy",0 - 20000,0,10,8
1240370,"Aug 21, 2020",0,"Action,Casual,Indie,Simulation",0 - 20000,0,9,1
991620,"Jan 5, 2019",0,"Adventure,Indie",0 - 20000,0,12,3
1539080,"Mar 30, 2021",65,"Action,Adventure,RPG,Strategy",20000 - 50000,0,4,4
846530,"May 31, 2018",0,"Casual,Indie,Simulation,Strategy",20000 - 50000,0,0,1
766070,"Dec 27, 2017",0,"Violent,Gore,Adventure,Indie,Strategy",0 - 20000,0,0,1
3759690,"Jul 17, 2025",0,Action,0 - 20000,0,0,0
908010,"Aug 21, 2018",0,"Action,Indie",0 - 20000,0,9,2
451540,"Dec 5, 2016",0,"Action,Indie",0 - 20000,0,7,0
645380,"May 31, 2018",0,"Action,Indie,RPG",0 - 20000,573,41,7
1566500,"May 14, 2021",0,"Casual,Indie,Strategy",50000 - 100000,0,4,0
3852990,"Sep 17, 2025",0,,0 - 0,0,0,0
525040,"Apr 18, 2017",0,Action,50000 - 100000,176,830,107
2394060,"May 31, 2023",0,"Casual,Indie,Early Access",0 - 20000,0,0,0
2770270,"Jun 1, 2024",0,"Action,Casual,Indie",0 - 20000,0,0,0
2860040,"Sep 4, 2025",0,"Indie,RPG,Early Access",0 - 0,0,0,0
2164790,"Jan 16, 2023",0,"Action,Casual,Indie,Simulation",0 - 20000,0,25,3
921450,"Jan 22, 2019",0,"Casual,Indie,Strategy",0 - 20000,0,2,1
3005620,"Aug 8, 2025",0,"Casual,Indie,Sports,Strategy,Early Access",0 - 20000,131,0,0
1080020,"Sep 21, 2022",95,"Adventure,Casual,Indie,Simulation",100000 - 200000,262,2322,587
451700,"May 3, 2016",0,"Adventure,Indie,Strategy",0 - 20000,227,32,16
1426110,"Dec 19, 2020",0,"Casual,Indie",0 - 20000,45,229,76
1077970,"Aug 2, 2019",0,"Adventure,Indie",100000 - 200000,233,400,93
3658630,"Aug 19, 2025",0,"Casual,Strategy",0 - 20000,0,0,0
1334020,"Jul 30, 2020",0,"Adventure,Indie",0 - 20000,0,75,6
3322940,"Dec 19, 2025",0,Action,0 - 20000,0,0,0
3716200,"Jul 9, 2025",0,"Casual,Indie",0 - 20000,0,0,0
613550,"Mar 28, 2017",0,Education,0 - 20000,0,0,0
3850520,"Jul 17, 2025",0,"Adventure,Casual,Sports",0 - 0,0,0,0
601570,"Mar 8, 2017",0,"Sexual Content,Casual,Indie,Simulation",0 - 20000,235,45,8
2295580,"Feb 14, 2023",0,"Action,Indie,Racing,RPG,Simulation",0 - 20000,0,3,1
1395710,"Aug 18, 2023",75,"Adventure,Indie,RPG",100000 - 200000,0,5,1
2922790,"Apr 23, 2024",0,"Action,Free To Play",0 - 20000,0,6,3
916880,"Aug 23, 2018",85,"Casual,Indie",20000 - 50000,0,14,23
2846050,"Apr 21, 2024",0,"Adventure,Casual,Indie,RPG,Simulation",0 - 20000,0,2,0
2436300,"May 18, 2023",0,,0 - 0,0,0,0
1486330,"Feb 11, 2021",0,"Free To Play,Simulation",20000 - 50000,0,10,4
1610790,"May 6, 2021",51,"Indie,Strategy",20000 - 50000,0,17,0
1672490,"Jul 7, 2021",0,"Action,Indie,Free To Play",0 - 0,0,0,0
2323650,"Mar 1, 2025",40,Adventure,0 - 20000,0,1,0
2245310,"Sep 7, 2023",0,"Adventure,Indie",0 - 20000,0,6,0
1734680,"Aug 28, 2025",0,"Action,Indie",50000 - 100000,432,588,60
509620,"May 9, 2017",0,"Action,Adventure,Indie",0 - 20000,0,8,2
1785370,"Nov 17, 2021",0,Indie,0 - 20000,0,20,3
2232320,"Mar 27, 2024",0,"Casual,Indie,Simulation",0 - 20000,0,69,13
3383460,"Dec 26, 2024",0,"Action,Racing,Sports",0 - 20000,0,2,1
2904160,"Oct 11, 2024",0,"Action,Adventure,Indie,Free To Play",0 - 20000,0,3,2
3865700,"Sep 12, 2025",0,,0 - 0,0,0,0
808800,"Oct 18, 2018",0,"Action,Adventure,Indie,RPG,Early Access",0 - 20000,0,48,13
1074900,"May 23, 2019",0,Software Training,0 - 20000,0,3,3
3729750,"May 16, 2025",0,,0 - 0,0,0,0
3357870,"Dec 11, 2024",35,"Casual,Indie",0 - 20000,0,6,1
1724580,"Oct 29, 2021",0,"Casual,Indie,Simulation,Strategy",0 - 20000,0,1,0
2256440,"Mar 23, 2023",50,Action,0 - 20000,0,0,0
3835290,"Nov 11, 2025",0,"Action,Adventure,Indie,RPG",0 - 0,0,0,0
341040,"May 4, 2017",90,"Indie,Strategy",20000 - 50000,0,168,36
640970,"Jun 29, 2017",0,"Action,Casual,Indie",0 - 20000,80,103,34
1871770,"Aug 14, 2023",0,"Action,Adventure",0 - 20000,0,20,16
1854790,"Jun 1, 2022",0,Casual,0 - 20000,0,7,1
3744310,"May 30, 2025",0,"Casual,Indie,Simulation,Strategy",0 - 20000,0,1,0
3450090,"Mar 9, 2025",0,"Casual,Indie,Simulation",0 - 20000,0,1,0
2761310,"Mar 31, 2024",0,"Action,Indie,RPG",0 - 20000,0,5,0
2167960,"Apr 27, 2024",0,"Adventure,Casual,Indie,RPG,Strategy,Free To Play",100000 - 200000,215,4355,42
2856430,"Apr 26, 2024",0,"Adventure,Casual,Indie",0 - 20000,0,5,0
821560,"Apr 3, 2018",0,"Action,Adventure,Indie,RPG",20000 - 50000,182,235,43
2050510,"Aug 25, 2023",75,"Adventure,Casual,Indie,RPG,Strategy",0 - 20000,0,388,124
402060,"Feb 17, 2016",87,"Adventure,Casual,Indie,Simulation",0 - 20000,94,271,115
3398760,"Jan 20, 2025",0,"Indie,RPG,Simulation,Free To Play",0 - 0,0,0,0
3493610,"Apr 2, 2025",0,"Action,Casual,Indie",0 - 20000,0,37,4
443320,"Feb 24, 2017",0,Education,0 - 20000,0,0,0
3595220,"Apr 15, 2025",0,"Racing,Early Access",0 - 20000,0,1,0
751200,"Dec 1, 2017",0,"Indie,Strategy",100000 - 200000,0,24,7
883860,"Aug 23, 2018",0,"Casual,Indie,RPG,Simulation,Free To Play",500000 - 1000000,3241,1129,425
1402740,"Jul 31, 2021",0,"Action,Indie",0 - 20000,0,1,0
663170,"Aug 4, 2017",0,Strategy,0 - 20000,292,4,2
2199440,"Dec 6, 2022",85,"Adventure,Casual,Indie,RPG",0 - 20000,0,1,0
1892420,"Sep 22, 2023",0,"Action,Adventure,Indie",100000 - 200000,94,1205,57
3380920,"Dec 12, 2024",0,,0 - 0,0,0,0
12130,"Jan 4, 2008",65,Action,500000 - 1000000,104,4984,2104
857410,"May 21, 2018",0,Adventure,50000 - 100000,0,8,1
2585690,"Aug 5, 2025",0,,0 - 0,0,0,0
517620,"Dec 20, 2016",0,"Action,Casual,Indie",0 - 20000,0,9,2
2338490,"Jan 30, 2024",0,"Adventure,Indie",0 - 20000,0,102,3
897030,"Sep 6, 2018",30,"Adventure,Indie",100000 - 200000,72,1450,501
354380,"Apr 21, 2015",70,"Action,Adventure",200000 - 500000,310,2687,950
559250,"Dec 10, 2016",0,"Adventure,Casual,Indie,Strategy",0 - 20000,0,5,0
1781060,"Mar 26, 2022",0,Casual,0 - 20000,0,0,1
1869890,"Jan 28, 2022",0,"Action,Casual,Indie",0 - 20000,0,24,5
2784430,"Nov 29, 2024",0,"Action,Adventure,RPG,Free To Play",0 - 20000,0,0,0
1177030,"Apr 21, 2020",0,"Action,Adventure,RPG",0 - 20000,0,48,12
1829760,"May 13, 2022",0,"Casual,Indie,Strategy",0 - 20000,0,2,0
3760230,"Jul 28, 2025",0,"Casual,Free To Play",0 - 0,0,0,0
382180,"Jun 30, 2015",0,"Action,Indie",20000 - 50000,200,44,20
1896900,"Jun 21, 2022",0,"Casual,Indie,Simulation",0 - 0,0,0,0
1786300,"Oct 26, 2021",0,Indie,0 - 20000,0,6,4
3793590,"Jun 27, 2025",40,"Casual,Indie,Simulation,Strategy",0 - 20000,0,0,0
389740,"Oct 23, 2015",0,Adventure,0 - 20000,0,11,45
2162130,"Mar 7, 2023",0,"Casual,Indie,Sports,Strategy",0 - 20000,0,21,2
3241520,"Dec 19, 2024",0,"Action,Early Access",50000 - 100000,0,26,20
345300,"Jan 28, 2015",80,"Design & Illustration,Education",0 - 20000,0,4,5
726570,"Nov 1, 2017",0,"Violent,Gore,Action,Adventure,Indie,RPG",0 - 20000,2,8,11
2246810,"Aug 29, 2025",0,"Action,Adventure,Indie,Free To Play",0 - 20000,0,1,0
1079210,"May 16, 2019",50,Action,20000 - 50000,81,616,70
754540,"Dec 15, 2017",0,"Action,Casual,Indie",0 - 20000,57,146,55
558870,"Nov 18, 2016",95,"Action,Casual,Indie,RPG,Simulation,Strategy",0 - 20000,62,53,100
1409640,"Sep 15, 2020",0,"Action,Adventure,Casual,Indie",0 - 20000,0,75,13
2838870,"Sep 30, 2024",0,,0 - 0,0,0,0
496440,"Oct 7, 2016",0,"Adventure,Indie,Early Access",200000 - 500000,257,24,43
2104340,"Aug 26, 2022",0,"Action,Indie",0 - 20000,0,4,2
2591500,"Sep 16, 2023",0,"Adventure,Casual,Indie",0 - 20000,0,0,0
486290,"Jul 7, 2016",50,"Casual,Indie,Strategy",0 - 20000,7,31,5
1370430,"Mar 12, 2021",0,"Casual,Indie,Racing,Simulation,Strategy",20000 - 50000,0,21,13
3733460,"Dec 7, 2025",0,,0 - 0,0,0,0
3646860,"Apr 25, 2025",0,"Adventure,Casual,Indie,Free To Play",0 - 0,0,0,0
1194940,"Jan 15, 2020",0,"Indie,RPG",0 - 20000,0,38,7
3041200,"Mar 27, 2025",35,"Adventure,Casual,Indie,Simulation",0 - 20000,0,30,1
372320,"Jul 16, 2019",0,Action,0 - 20000,0,26,3
3744300,"Jul 23, 2025",0,"Indie,RPG",0 - 20000,0,0,0
872270,"Jun 28, 2018",0,"Casual,Indie",0 - 20000,0,2,0
1427680,"Feb 25, 2021",0,Action,0 - 20000,0,186,114
621170,"Mar 4, 2019",0,"Action,Casual,Indie",0 - 20000,0,24,2
3518010,"Mar 10, 2025",0,"Adventure,Indie",0 - 20000,0,1,0
3444480,"Mar 5, 2025",0,Action,20000 - 50000,207,281,41
2258240,"Dec 26, 2022",0,,0 - 0,0,0,0
342940,"Mar 12, 2018",0,"Indie,Massively Multiplayer,RPG,Early Access",20000 - 50000,6233,2110,346
359840,"Feb 22, 2017",90,"Action,Indie",500000 - 1000000,321,3192,861
1605310,"May 21, 2021",85,"Adventure,Casual,Indie",20000 - 50000,0,2,2
1937140,"Apr 28, 2022",0,"Action,Adventure,Casual,Indie,Racing,RPG,Simulation,Sports",0 - 20000,0,8,1
496640,"Jul 26, 2016",0,Indie,200000 - 500000,346,276,171
3430300,"Mar 26, 2025",0,Adventure,0 - 20000,0,38,2
3464950,"Apr 10, 2025",0,"Casual,Indie,Massively Multiplayer,Free To Play,Early Access",0 - 0,0,0,0
4036860,"Oct 30, 2025",0,,0 - 0,0,0,0
3561470,"Feb 28, 2025",0,,0 - 0,0,0,0
676840,"Dec 11, 2020",60,"Action,Adventure,Indie,Simulation",50000 - 100000,80,443,252
1220880,"Jan 21, 2020",0,"Adventure,Indie,RPG",0 - 20000,0,5,1
35460,"Oct 26, 2010",0,"Action,Adventure,Indie,Strategy",200000 - 500000,220,827,287
3972530,"Oct 31, 2025",0,"Casual,Simulation",0 - 0,0,0,0
3004490,"May 24, 2024",0,,0 - 0,0,0,0
1617900,"Jun 28, 2021",0,"Action,Indie,RPG,Early Access",20000 - 50000,0,108,24
3772600,"Jul 13, 2025",0,"Casual,Indie",0 - 20000,0,0,0
2844250,"May 11, 2024",0,"Adventure,Casual,Indie,RPG,Strategy,Free To Play",0 - 0,0,0,0
3136740,"Dec 30, 2024",0,"Action,Adventure,Casual,Indie,Simulation,Free To Play",0 - 0,0,0,0
1201730,"Jan 30, 2020",0,"Action,Adventure,Indie,Free To Play",0 - 20000,0,14,4
1093880,"Oct 15, 2019",0,"Animation & Modeling,Design & Illustration,Utilities",50000 - 100000,0,84,83
1293420,"Jan 26, 2023",0,"Adventure,Indie,Sports,Strategy",0 - 20000,0,19,4
2156620,"Feb 17, 2023",0,Adventure,0 - 20000,950,259,28
950250,"Nov 4, 2018",0,"Casual,Indie,Simulation",0 - 20000,0,8,5
731500,"Jan 15, 2018",90,"Violent,Gore,Action,Adventure,Indie,RPG",0 - 20000,0,4,13
4057280,"Oct 28, 2025",0,,0 - 0,0,0,0
1058020,"May 1, 2019",0,Action,1000000 - 2000000,282,4186,153
1276810,"Sep 20, 2022",0,"Adventure,Indie,RPG",20000 - 50000,115,191,86
1836220,"Mar 12, 2022",0,"Action,Adventure,Indie,Simulation,Free To Play",20000 - 50000,0,176,111
264320,"Jan 3, 2014",0,"Adventure,Casual",20000 - 50000,127,108,66
937870,"Feb 14, 2020",40,Action,20000 - 50000,0,31,11
3115500,"Oct 23, 2024",30,"Casual,Indie,Racing,RPG",0 - 20000,0,59,4
775490,"Jan 19, 2018",0,"Action,Casual",0 - 20000,19,51,27
2105370,"Jun 2, 2023",0,Action,0 - 20000,0,5,2
485110,"Jun 6, 2016",0,"Action,Indie,Strategy,Early Access",0 - 20000,0,14,2
381800,"Jul 14, 2015",0,"Racing,Early Access",0 - 20000,7,17,18
2642370,"Aug 5, 2025",0,"Casual,Racing,Sports",0 - 20000,0,0,0
2478110,"Dec 16, 2023",0,,0 - 0,0,0,0
3494130,"May 23, 2025",0,"Adventure,Indie,Simulation",0 - 20000,0,32,8
1175770,"Feb 5, 2025",0,"Action,Casual,Indie,Sports,Early Access",0 - 20000,0,32,2
2923390,"Nov 28, 2025",0,"Casual,Indie,Simulation",50000 - 100000,850,996,83
3329100,"Nov 21, 2024",0,"Action,Adventure,Indie,Simulation",0 - 20000,0,16,6
1980510,"Jan 20, 2023",0,"Casual,Simulation",0 - 0,0,0,0
428080,"Jul 17, 2018",33,"Action,Indie,Sports",50000 - 100000,49,507,22
1371050,"Oct 30, 2020",0,"Adventure,Indie,RPG",0 - 20000,0,16,1
2808450,"Feb 28, 2024",33,"Action,Casual,Indie",0 - 20000,0,4,0
2398590,"Jul 19, 2024",30,"Adventure,Indie,RPG,Strategy",0 - 20000,0,61,9
3298200,"Jan 13, 2025",0,"Adventure,Casual,Indie,Simulation",0 - 20000,0,6,0
3231460,"Oct 10, 2024",0,"Casual,Indie",0 - 20000,0,2,0
800640,"Mar 8, 2018",0,"Action,Indie,Early Access",0 - 20000,0,8,1
1839710,"Feb 21, 2025",0,"Action,Adventure,Indie,Early Access",0 - 20000,0,4,1
2097890,"Oct 17, 2023",0,"Action,Adventure",0 - 20000,0,54,104
2615530,"Dec 12, 2023",0,"Indie,RPG,Early Access",20000 - 50000,0,0,1
1252510,"Apr 9, 2020",0,Action,0 - 20000,0,2,0
200910,"Oct 20, 2011",0,"Indie,RPG",100000 - 200000,142,1235,193
1810130,"Jul 8, 2022",0,"Action,Adventure,Free To Play,Indie",0 - 0,0,0,0
3868060,"Jul 11, 2025",0,,0 - 0,0,0,0
937070,"Oct 24, 2018",0,"Action,Indie",0 - 20000,0,2,2
1154730,"Oct 28, 2019",0,"Adventure,Casual,Indie",0 - 20000,0,12,9
2289080,"Jun 9, 2023",0,"Indie,Simulation,Strategy",0 - 20000,0,19,24
962150,"Aug 8, 2019",0,"RPG,Strategy",0 - 20000,0,26,8
3275480,"May 5, 2025",0,"Casual,Indie,Racing",0 - 20000,0,15,0
3250310,"Oct 15, 2024",0,"Casual,Indie,Free To Play",0 - 0,0,0,0
347430,"Mar 9, 2015",50,"Adventure,Casual,Indie",200000 - 500000,238,1668,330
3433730,"Jan 21, 2025",20,"Casual,Indie",20000 - 50000,0,3,0
3733440,"Nov 23, 2025",0,"Action,Indie,Strategy,Free To Play",0 - 0,0,0,0
1814600,"Dec 14, 2021",0,"Action,Adventure,Free To Play,Indie,Racing,Simulation,Strategy",0 - 0,0,0,0
3784450,"Jul 11, 2025",0,"Indie,Simulation",0 - 20000,0,0,0
335790,"Dec 11, 2014",50,"Action,Adventure,Casual,Indie",50000 - 100000,163,379,95
1896870,"Mar 3, 2022",50,"Action,Indie,Strategy",0 - 20000,0,0,0
3043940,"Oct 17, 2025",40,"Action,Adventure",0 - 20000,456,0,0
3125590,"Sep 6, 2024",0,"Casual,Indie",0 - 20000,0,0,0
3823930,"Jul 24, 2025",0,"Action,Indie",0 - 20000,0,0,0
1222680,"Jun 4, 2020",95,"Action,Adventure,Racing,Sports",2000000 - 5000000,1234,111482,21373
2956580,"May 17, 2024",0,"Adventure,Casual,Indie",0 - 20000,0,2,0
1201370,"Dec 18, 2019",0,"Casual,Indie,Simulation",0 - 20000,0,65,20
2794510,"Jun 20, 2024",0,Indie,0 - 20000,0,0,1
1069970,"Jul 18, 2019",0,"Action,Casual",0 - 20000,0,8,0
1403370,"Jan 27, 2022",0,"Action,Adventure,Indie,Massively Multiplayer,RPG,Free To Play,Early Access",500000 - 1000000,427,3031,1459
1223870,"Apr 22, 2022",0,"Casual,Indie,RPG,Simulation",50000 - 100000,195,778,64
1075190,"Oct 6, 2020",65,Strategy,200000 - 500000,396,1267,545
449340,"Mar 15, 2016",0,"Adventure,Indie",20000 - 50000,443,41,14
1025240,"Mar 7, 2019",51,"Action,Casual,Indie,Strategy",0 - 20000,0,98,6
3977460,"Sep 9, 2025",0,"Casual,Indie,Strategy",0 - 20000,0,0,0
2719830,"May 23, 2024",0,"Massively Multiplayer,Simulation,Sports,Strategy",0 - 0,0,0,0
2866680,"Mar 6, 2024",0,,0 - 0,0,0,0
445670,"Nov 4, 2016",0,"Adventure,Casual,Indie",0 - 20000,249,7,10
1145590,"Dec 17, 2020",0,"Massively Multiplayer,Strategy",0 - 20000,0,7,4
2642780,"Nov 2, 2023",0,"Adventure,Casual",0 - 20000,0,0,0
1668620,"Aug 25, 2024",0,"Strategy,Early Access",20000 - 50000,0,25,0
1320500,"Aug 6, 2020",0,"Adventure,Casual,Indie,Simulation",0 - 20000,0,7,2
548810,"May 16, 2017",0,RPG,0 - 20000,0,85,22
1070350,"Mar 30, 2020",0,"Action,Adventure,Casual,Indie,RPG,Early Access",20000 - 50000,0,5,1
1659300,"Oct 21, 2021",0,"Action,Casual,Indie,Early Access",0 - 20000,0,4,0
486720,"Jun 15, 2016",0,"Indie,RPG,Strategy",20000 - 50000,277,751,92
1745480,"Oct 12, 2021",0,Indie,100000 - 200000,0,192,41
31170,"Jul 7, 2009",0,"Adventure,RPG",200000 - 500000,192,660,81
1100410,"Jan 24, 2020",60,Strategy,200000 - 500000,196,1288,1003
1098980,"Sep 17, 2019",0,"Casual,Indie,Strategy",0 - 20000,0,2,4
3839580,"Nov 3, 2025",0,"Casual,Indie",0 - 0,0,0,0
871410,"Feb 14, 2023",40,"Action,Adventure,Indie,RPG",0 - 20000,0,16,3
1863290,"Jan 26, 2023",0,"Action,Indie",0 - 20000,230,0,0
1913920,"Aug 4, 2022",0,,0 - 0,0,0,0
1753730,"Nov 26, 2021",0,"Indie,RPG,Strategy",20000 - 50000,0,2,1
2613780,"Jan 16, 2025",20,Strategy,0 - 20000,0,24,4
1753510,"Aug 15, 2023",0,"Simulation,Strategy",0 - 20000,0,5,0
